Month,Car_Model,Segment,Fuel_Type,Transmission,Ex_Showroom_Price_Lakh,Units_Sold,Revenue_Crores,Mileage_KMPL,Customer_Rating,Annual_Service_Cost_INR,Safety_Rating_Stars
2023-04,Baleno,Hatchback,Petrol,Manual/AMT,7.42,7144.0,530.08,22.28,4.7,13346.0,5.0
2023-04,Brezza,SUV,Petrol/CNG,Manual/AT,13.37,7220.0,965.31,20.98,4.4,8923.0,5.0
2023-04,Celerio,Hatchback,Petrol/CNG,Manual/AMT,6.63,9321.0,617.98,26.06,4.7,11534.0,4.0
2023-04,Ciaz,Sedan,Petrol,Manual,9.44,4553.0,429.8,20.31,4.0,9716.0,3.0
2023-04,Dzire,Sedan,Petrol,Manual/AMT,9.35,3133.0,292.94,23.18,3.9,12726.0,4.0
2023-04,Eeco,MPV,Petrol/CNG,Manual,6.28,6689.0,420.07,19.63,4.3,17083.0,5.0
2023-04,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,7.82,6701.0,524.02,22.28,4.2,4796.0,4.0
2023-04,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,14.41,6669.0,961.0,19.96,4.1,5142.0,3.0
2023-04,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,4.37,10278.0,449.15,24.9,4.7,16897.0,4.0
2023-04,Swift,Hatchback,Petrol,Manual/AMT,9.58,6876.0,658.72,23.55,4.6,11853.0,3.0
2023-04,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.39,7984.0,510.18,23.87,3.5,11755.0,5.0
2023-04,XL6,MPV,Petrol/CNG,Manual/AT,13.27,5355.0,710.61,20.76,3.9,7471.0,3.0
2023-05,Alto K10,Hatchback,Petrol,Manual,4.62,11368.0,525.2,24.77,4.0,5298.0,3.0
2023-05,Baleno,Hatchback,Petrol,Manual/AMT,8.56,9782.0,837.34,23.09,4.4,14070.0,5.0
2023-05,Brezza,SUV,Petrol/CNG,Manual/AT,11.28,6030.0,680.18,19.47,4.8,8902.0,5.0
2023-05,Celerio,Hatchback,Petrol/CNG,Manual/AMT,6.17,9259.0,571.28,26.87,4.0,7437.0,3.0
2023-05,Dzire,Sedan,Petrol,Manual/AMT,8.51,4911.0,417.93,23.4,4.8,9320.0,4.0
2023-05,Eeco,MPV,Petrol/CNG,Manual,5.71,3879.0,221.49,19.13,4.1,17722.0,4.0
2023-05,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,7.93,7774.0,616.48,22.47,4.4,11099.0,4.0
2023-05,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,10.72,5181.0,555.4,21.79,4.5,15079.0,3.0
2023-05,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,4.49,8827.0,396.33,25.55,4.9,11007.0,4.0
2023-05,Swift,Hatchback,Petrol,Manual/AMT,6.73,8485.0,571.04,23.36,4.3,15684.0,5.0
2023-05,XL6,MPV,Petrol/CNG,Manual/AT,11.76,5260.0,618.58,22.01,4.1,17478.0,3.0
2023-06,Alto K10,Hatchback,Petrol,Manual,4.65,8295.0,385.72,24.66,3.6,10432.0,3.0
2023-06,Baleno,Hatchback,Petrol,Manual/AMT,8.01,9375.0,750.94,23.11,3.7,16061.0,4.0
2023-06,Brezza,SUV,Petrol/CNG,Manual/AT,10.47,6280.0,657.52,18.83,4.7,15832.0,5.0
2023-06,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.85,7674.0,448.93,26.76,4.4,13355.0,4.0
2023-06,Ciaz,Sedan,Petrol,Manual,9.63,4397.0,423.43,20.24,4.6,17244.0,4.0
2023-06,Dzire,Sedan,Petrol,Manual/AMT,8.44,4064.0,343.0,23.16,4.3,12644.0,3.0
2023-06,Eeco,MPV,Petrol/CNG,Manual,6.65,6346.0,422.01,20.35,3.9,13998.0,4.0
2023-06,Ertiga,MPV,Petrol/CNG,Manual/AT,12.03,4120.0,495.64,20.56,4.1,13094.0,3.0
2023-06,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,10.72,5842.0,626.26,22.13,3.6,16727.0,5.0
2023-06,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,10.82,8973.0,970.88,20.99,4.7,14624.0,4.0
2023-06,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,5.07,10298.0,522.11,24.7,4.6,12452.0,3.0
2023-06,WagonR,Hatchback,Petrol/CNG,Manual/AMT,5.67,7741.0,438.91,23.41,3.8,5852.0,5.0
2023-06,XL6,MPV,Petrol/CNG,Manual/AT,14.01,5784.0,810.34,20.81,3.8,6231.0,5.0
2023-07,Alto K10,Hatchback,Petrol,Manual,5.78,8304.0,479.97,24.16,4.7,12659.0,4.0
2023-07,Baleno,Hatchback,Petrol,Manual/AMT,7.46,7979.0,595.23,23.06,4.6,11298.0,5.0
2023-07,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.42,9087.0,492.52,26.11,3.8,15170.0,4.0
2023-07,Ciaz,Sedan,Petrol,Manual,10.78,4275.0,460.85,20.86,4.5,15672.0,5.0
2023-07,Dzire,Sedan,Petrol,Manual/AMT,8.46,4154.0,351.43,22.97,4.6,10076.0,3.0
2023-07,Eeco,MPV,Petrol/CNG,Manual,6.61,4949.0,327.13,20.16,3.8,15591.0,4.0
2023-07,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,11.11,8270.0,918.8,20.91,3.7,4866.0,3.0
2023-07,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,4.43,8498.0,376.46,25.06,4.4,17311.0,5.0
2023-07,Swift,Hatchback,Petrol,Manual/AMT,9.32,11829.0,1102.46,23.85,3.7,14922.0,4.0
2023-07,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.62,9496.0,628.64,24.05,4.1,5321.0,5.0
2023-07,XL6,MPV,Petrol/CNG,Manual/AT,12.99,6081.0,789.92,20.77,3.6,9505.0,4.0
2023-08,Baleno,Hatchback,Petrol,Manual/AMT,7.39,9439.0,697.54,22.58,3.9,8702.0,5.0
2023-08,Brezza,SUV,Petrol/CNG,Manual/AT,9.89,7180.0,710.1,20.06,4.0,8758.0,3.0
2023-08,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.85,9536.0,557.86,26.96,4.3,11233.0,3.0
2023-08,Dzire,Sedan,Petrol,Manual/AMT,8.8,5094.0,448.27,23.44,3.7,8193.0,3.0
2023-08,Eeco,MPV,Petrol/CNG,Manual,6.62,3987.0,263.94,21.24,4.4,12216.0,3.0
2023-08,Ertiga,MPV,Petrol/CNG,Manual/AT,9.84,3497.0,344.1,20.78,5.0,7998.0,4.0
2023-08,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,11.99,5580.0,669.04,20.77,3.6,13046.0,3.0
2023-08,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,19.42,7373.0,1431.84,22.65,4.7,7327.0,3.0
2023-08,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,5.79,8020.0,464.36,26.18,3.8,11265.0,4.0
2023-08,Swift,Hatchback,Petrol,Manual/AMT,9.56,9386.0,897.3,23.72,3.9,6275.0,3.0
2023-08,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.35,8281.0,525.84,23.47,4.6,13427.0,5.0
2023-08,XL6,MPV,Petrol/CNG,Manual/AT,14.46,3165.0,457.66,20.47,3.6,10929.0,5.0
2023-09,Alto K10,Hatchback,Petrol,Manual,5.8,6412.0,371.9,24.11,4.1,10348.0,4.0
2023-09,Baleno,Hatchback,Petrol,Manual/AMT,6.87,11798.0,810.52,23.18,3.7,6995.0,4.0
2023-09,Brezza,SUV,Petrol/CNG,Manual/AT,9.39,9251.0,868.67,20.37,3.6,14374.0,3.0
2023-09,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.52,10624.0,586.44,27.21,4.6,13669.0,5.0
2023-09,Ciaz,Sedan,Petrol,Manual,10.41,4670.0,486.15,20.77,5.0,9143.0,5.0
2023-09,Dzire,Sedan,Petrol,Manual/AMT,6.91,4014.0,277.37,23.71,4.1,6038.0,5.0
2023-09,Eeco,MPV,Petrol/CNG,Manual,5.4,5116.0,276.26,20.07,3.8,5403.0,4.0
2023-09,Ertiga,MPV,Petrol/CNG,Manual/AT,9.57,4403.0,421.37,20.8,3.8,13987.0,3.0
2023-09,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,8.88,6676.0,592.83,22.15,4.3,6222.0,4.0
2023-09,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,10.91,8343.0,910.22,21.05,4.2,5552.0,4.0
2023-09,WagonR,Hatchback,Petrol/CNG,Manual/AMT,5.73,7340.0,420.58,22.96,4.8,7481.0,3.0
2023-10,Alto K10,Hatchback,Petrol,Manual,4.29,7480.0,320.89,24.55,4.6,13570.0,3.0
2023-10,Baleno,Hatchback,Petrol,Manual/AMT,7.94,7213.0,572.71,23.27,3.8,9882.0,5.0
2023-10,Brezza,SUV,Petrol/CNG,Manual/AT,8.87,6307.0,559.43,19.44,4.2,6204.0,4.0
2023-10,Ciaz,Sedan,Petrol,Manual,10.19,4145.0,422.38,20.41,3.7,15872.0,4.0
2023-10,Eeco,MPV,Petrol/CNG,Manual,6.32,5653.0,357.27,20.26,3.5,11705.0,3.0
2023-10,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,12.59,8802.0,1108.17,21.83,4.5,4733.0,5.0
2023-10,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,5.13,10376.0,532.29,26.36,3.7,6252.0,4.0
2023-10,Swift,Hatchback,Petrol,Manual/AMT,9.21,8960.0,825.22,23.79,4.7,5513.0,3.0
2023-10,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.55,10218.0,669.28,24.24,4.2,16243.0,3.0
2023-10,XL6,MPV,Petrol/CNG,Manual/AT,14.21,5016.0,712.77,21.81,4.0,9608.0,5.0
2023-11,Alto K10,Hatchback,Petrol,Manual,5.11,7637.0,390.25,23.68,3.7,9312.0,5.0
2023-11,Brezza,SUV,Petrol/CNG,Manual/AT,12.53,7590.0,951.03,19.23,3.6,4737.0,3.0
2023-11,Celerio,Hatchback,Petrol/CNG,Manual/AMT,6.56,9772.0,641.04,26.94,4.2,11433.0,4.0
2023-11,Ciaz,Sedan,Petrol,Manual,9.51,4662.0,443.36,19.93,5.0,4708.0,4.0
2023-11,Dzire,Sedan,Petrol,Manual/AMT,8.43,4940.0,416.44,22.85,3.7,10456.0,4.0
2023-11,Eeco,MPV,Petrol/CNG,Manual,5.89,5201.0,306.34,19.62,4.2,6792.0,4.0
2023-11,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,11.09,8954.0,993.0,21.1,4.5,7978.0,5.0
2023-11,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,10.46,5072.0,530.53,21.21,3.8,13355.0,5.0
2023-11,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,5.55,10548.0,585.41,24.54,4.7,11701.0,4.0
2023-11,Swift,Hatchback,Petrol,Manual/AMT,9.19,12694.0,1166.58,23.66,4.2,8273.0,3.0
2023-11,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.37,8891.0,566.36,24.06,3.6,17990.0,3.0
2023-11,XL6,MPV,Petrol/CNG,Manual/AT,13.27,5294.0,702.51,20.86,4.1,10305.0,5.0
2023-12,Alto K10,Hatchback,Petrol,Manual,5.26,11198.0,589.01,24.28,4.7,4783.0,3.0
2023-12,Baleno,Hatchback,Petrol,Manual/AMT,7.59,10180.0,772.66,23.52,4.8,11535.0,5.0
2023-12,Celerio,Hatchback,Petrol/CNG,Manual/AMT,7.08,9772.0,691.86,28.61,4.2,8293.0,3.0
2023-12,Ciaz,Sedan,Petrol,Manual,9.9,3514.0,347.89,20.29,3.6,14712.0,3.0
2023-12,Dzire,Sedan,Petrol,Manual/AMT,8.0,4107.0,328.56,23.63,4.2,8027.0,5.0
2023-12,Eeco,MPV,Petrol/CNG,Manual,5.77,5424.0,312.96,20.96,3.6,12038.0,5.0
2023-12,Ertiga,MPV,Petrol/CNG,Manual/AT,9.45,5233.0,494.52,20.06,5.0,15089.0,3.0
2023-12,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,12.22,4955.0,605.5,21.76,3.7,5141.0,5.0
2023-12,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,19.75,6092.0,1203.17,20.4,4.3,17837.0,5.0
2023-12,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,4.42,8273.0,365.67,25.93,4.7,16109.0,3.0
2023-12,Swift,Hatchback,Petrol,Manual/AMT,7.19,9452.0,679.6,23.74,3.9,4972.0,4.0
2023-12,WagonR,Hatchback,Petrol/CNG,Manual/AMT,7.36,9542.0,702.29,23.24,3.7,10799.0,3.0
2023-12,XL6,MPV,Petrol/CNG,Manual/AT,12.44,5746.0,714.8,19.86,3.7,17651.0,4.0
2024-01,Alto K10,Hatchback,Petrol,Manual,5.47,9101.0,497.82,23.68,4.9,11941.0,5.0
2024-01,Baleno,Hatchback,Petrol,Manual/AMT,8.4,7768.0,652.51,23.42,3.8,10102.0,3.0
2024-01,Brezza,SUV,Petrol/CNG,Manual/AT,10.9,8415.0,917.24,19.66,3.7,10019.0,4.0
2024-01,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.58,9856.0,549.96,27.25,4.3,14671.0,3.0
2024-01,Ciaz,Sedan,Petrol,Manual,10.78,4350.0,468.93,20.81,4.7,15041.0,5.0
2024-01,Dzire,Sedan,Petrol,Manual/AMT,7.21,4927.0,355.24,23.25,4.4,12945.0,4.0
2024-01,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,8.29,7460.0,618.43,21.77,4.5,9487.0,5.0
2024-01,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,5.48,7938.0,435.0,25.52,3.8,9065.0,4.0
2024-01,Swift,Hatchback,Petrol,Manual/AMT,7.6,7246.0,550.7,24.33,4.8,8636.0,3.0
2024-01,WagonR,Hatchback,Petrol/CNG,Manual/AMT,7.17,9542.0,684.16,24.33,3.5,9466.0,4.0
2024-01,XL6,MPV,Petrol/CNG,Manual/AT,12.71,5212.0,662.45,21.36,4.0,6020.0,5.0
2024-02,Alto K10,Hatchback,Petrol,Manual,4.57,8183.0,373.96,24.45,4.9,10424.0,4.0
2024-02,Baleno,Hatchback,Petrol,Manual/AMT,7.88,9619.0,757.98,23.35,4.6,15767.0,3.0
2024-02,Brezza,SUV,Petrol/CNG,Manual/AT,12.27,4944.0,606.63,20.57,4.0,7087.0,5.0
2024-02,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.7,10431.0,594.57,27.01,4.4,14643.0,5.0
2024-02,Ciaz,Sedan,Petrol,Manual,9.29,5532.0,513.92,21.08,3.7,7509.0,3.0
2024-02,Dzire,Sedan,Petrol,Manual/AMT,8.61,4582.0,394.51,23.9,5.0,15947.0,3.0
2024-02,Eeco,MPV,Petrol/CNG,Manual,6.55,4539.0,297.3,19.53,5.0,9558.0,4.0
2024-02,Ertiga,MPV,Petrol/CNG,Manual/AT,9.26,3504.0,324.47,20.48,4.1,14037.0,4.0
2024-02,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,11.43,4519.0,516.52,21.75,4.5,8599.0,3.0
2024-02,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,5.42,10161.0,550.73,24.84,4.3,16987.0,4.0
2024-02,Swift,Hatchback,Petrol,Manual/AMT,6.85,10127.0,693.7,24.16,4.9,7717.0,3.0
2024-02,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.08,8946.0,543.92,24.34,4.7,13266.0,4.0
2024-03,Alto K10,Hatchback,Petrol,Manual,4.25,7273.0,309.1,24.58,4.6,9998.0,5.0
2024-03,Baleno,Hatchback,Petrol,Manual/AMT,9.82,11845.0,1163.18,22.82,4.4,13282.0,3.0
2024-03,Brezza,SUV,Petrol/CNG,Manual/AT,8.66,6862.0,594.25,20.51,4.7,14698.0,4.0
2024-03,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.86,8527.0,499.68,27.06,3.8,6512.0,3.0
2024-03,Ciaz,Sedan,Petrol,Manual,9.56,4388.0,419.49,20.64,4.0,15038.0,5.0
2024-03,Dzire,Sedan,Petrol,Manual/AMT,7.42,4085.0,303.11,23.53,5.0,8133.0,5.0
2024-03,Eeco,MPV,Petrol/CNG,Manual,5.59,4886.0,273.13,20.05,3.9,4525.0,4.0
2024-03,Ertiga,MPV,Petrol/CNG,Manual/AT,10.99,3910.0,429.71,20.18,3.6,17613.0,5.0
2024-03,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,11.22,5434.0,609.69,22.12,4.5,11370.0,5.0
2024-03,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,11.44,8057.0,921.72,21.11,3.7,8932.0,4.0
2024-03,Swift,Hatchback,Petrol,Manual/AMT,8.37,7635.0,639.05,24.46,4.2,17779.0,3.0
2024-03,WagonR,Hatchback,Petrol/CNG,Manual/AMT,5.83,5070.0,295.58,23.97,4.4,11591.0,5.0
2024-03,XL6,MPV,Petrol/CNG,Manual/AT,13.98,5304.0,741.5,20.76,4.8,5957.0,5.0
2024-04,Alto K10,Hatchback,Petrol,Manual,4.72,8099.0,382.27,24.24,4.3,5273.0,3.0
2024-04,Baleno,Hatchback,Petrol,Manual/AMT,8.71,7869.0,685.39,22.5,3.6,9307.0,3.0
2024-04,Ciaz,Sedan,Petrol,Manual,10.11,3798.0,383.98,20.64,4.6,11365.0,5.0
2024-04,Eeco,MPV,Petrol/CNG,Manual,6.11,5984.0,365.62,19.17,3.9,17847.0,5.0
2024-04,Ertiga,MPV,Petrol/CNG,Manual/AT,9.01,5042.0,454.28,20.08,3.7,15607.0,5.0
2024-04,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,18.21,8775.0,1597.93,21.15,4.2,13735.0,5.0
2024-04,Swift,Hatchback,Petrol,Manual/AMT,7.7,6897.0,531.07,24.05,4.6,4024.0,5.0
2024-04,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.13,9130.0,559.67,23.41,4.9,11436.0,3.0
2024-04,XL6,MPV,Petrol/CNG,Manual/AT,12.55,5569.0,698.91,22.11,4.8,12312.0,5.0
2024-05,Alto K10,Hatchback,Petrol,Manual,5.57,8097.0,451.0,25.32,4.5,12350.0,4.0
2024-05,Baleno,Hatchback,Petrol,Manual/AMT,8.1,7776.0,629.86,22.9,3.9,17317.0,4.0
2024-05,Brezza,SUV,Petrol/CNG,Manual/AT,9.67,6280.0,607.28,19.89,4.0,9559.0,5.0
2024-05,Celerio,Hatchback,Petrol/CNG,Manual/AMT,6.57,8271.0,543.4,26.72,4.2,16218.0,5.0
2024-05,Ciaz,Sedan,Petrol,Manual,9.44,4297.0,405.64,20.81,4.4,10328.0,3.0
2024-05,Dzire,Sedan,Petrol,Manual/AMT,8.76,4347.0,380.8,23.81,4.7,7222.0,4.0
2024-05,Eeco,MPV,Petrol/CNG,Manual,6.05,6376.0,385.75,19.94,4.3,7820.0,3.0
2024-05,Ertiga,MPV,Petrol/CNG,Manual/AT,11.49,4653.0,534.63,21.01,4.1,16750.0,3.0
2024-05,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,9.4,6383.0,600.0,21.26,5.0,6169.0,4.0
2024-05,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,6.11,7128.0,435.52,26.12,3.7,15650.0,4.0
2024-05,Swift,Hatchback,Petrol,Manual/AMT,8.65,12285.0,1062.65,23.26,3.8,10038.0,5.0
2024-05,WagonR,Hatchback,Petrol/CNG,Manual/AMT,7.35,9137.0,671.57,22.57,4.4,13453.0,3.0
2024-05,XL6,MPV,Petrol/CNG,Manual/AT,14.05,5163.0,725.4,21.09,3.9,15420.0,4.0
2024-06,Alto K10,Hatchback,Petrol,Manual,4.69,8979.0,421.12,23.86,5.0,16051.0,3.0
2024-06,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.86,12471.0,730.8,25.75,4.9,7535.0,4.0
2024-06,Dzire,Sedan,Petrol,Manual/AMT,7.37,5077.0,374.17,23.67,4.6,14745.0,5.0
2024-06,Eeco,MPV,Petrol/CNG,Manual,5.79,4615.0,267.21,19.51,4.6,4197.0,4.0
2024-06,Ertiga,MPV,Petrol/CNG,Manual/AT,12.33,4480.0,552.38,20.93,3.7,17086.0,3.0
2024-06,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,12.18,6924.0,843.34,22.27,4.8,16372.0,3.0
2024-06,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,5.99,6854.0,410.55,25.08,4.1,10755.0,4.0
2024-06,Swift,Hatchback,Petrol,Manual/AMT,9.39,8150.0,765.28,23.81,3.7,16601.0,5.0
2024-06,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.3,8670.0,546.21,23.74,4.4,4556.0,3.0
2024-06,XL6,MPV,Petrol/CNG,Manual/AT,12.59,4586.0,577.38,20.55,4.0,16583.0,5.0
2024-07,Alto K10,Hatchback,Petrol,Manual,5.24,10233.0,536.21,23.78,4.6,14760.0,4.0
2024-07,Baleno,Hatchback,Petrol,Manual/AMT,7.34,10240.0,751.62,22.95,3.6,4434.0,3.0
2024-07,Brezza,SUV,Petrol/CNG,Manual/AT,10.69,6459.0,690.47,20.2,4.1,17527.0,3.0
2024-07,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.57,10029.0,558.62,25.87,4.4,13610.0,3.0
2024-07,Dzire,Sedan,Petrol,Manual/AMT,9.0,5413.0,487.17,23.27,4.5,8325.0,4.0
2024-07,Eeco,MPV,Petrol/CNG,Manual,6.42,3510.0,225.34,20.43,3.8,15986.0,4.0
2024-07,Ertiga,MPV,Petrol/CNG,Manual/AT,10.21,3983.0,406.66,20.77,4.8,7508.0,5.0
2024-07,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,11.17,5817.0,649.76,22.04,4.4,6160.0,3.0
2024-07,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,14.25,6771.0,964.87,20.67,3.6,13057.0,4.0
2024-07,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,4.71,9196.0,433.13,26.02,4.9,11115.0,3.0
2024-07,Swift,Hatchback,Petrol,Manual/AMT,7.46,8244.0,615.0,22.98,3.9,5782.0,4.0
2024-07,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.33,11216.0,709.97,23.3,4.9,6860.0,5.0
2024-07,XL6,MPV,Petrol/CNG,Manual/AT,13.47,5747.0,774.12,20.54,4.5,17609.0,5.0
2024-08,Alto K10,Hatchback,Petrol,Manual,4.2,9313.0,391.15,23.41,4.9,16262.0,4.0
2024-08,Ciaz,Sedan,Petrol,Manual,10.53,5572.0,586.73,20.6,3.6,12516.0,3.0
2024-08,Dzire,Sedan,Petrol,Manual/AMT,6.88,4977.0,342.42,23.1,4.9,8574.0,4.0
2024-08,Eeco,MPV,Petrol/CNG,Manual,6.47,5065.0,327.71,19.38,4.5,6587.0,3.0
2024-08,Ertiga,MPV,Petrol/CNG,Manual/AT,12.88,6297.0,811.05,19.27,4.4,5308.0,5.0
2024-08,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,13.86,5340.0,740.12,21.57,4.0,5743.0,4.0
2024-08,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,5.87,6846.0,401.86,25.88,4.1,17079.0,5.0
2024-08,Swift,Hatchback,Petrol,Manual/AMT,8.58,9102.0,780.95,23.23,3.8,11967.0,4.0
2024-08,XL6,MPV,Petrol/CNG,Manual/AT,13.31,5064.0,674.02,20.73,3.8,12806.0,5.0
2024-09,Alto K10,Hatchback,Petrol,Manual,5.78,7007.0,405.0,24.49,3.7,12754.0,5.0
2024-09,Baleno,Hatchback,Petrol,Manual/AMT,9.71,8603.0,835.35,24.3,4.1,12482.0,5.0
2024-09,Brezza,SUV,Petrol/CNG,Manual/AT,9.75,7144.0,696.54,20.15,4.1,8344.0,4.0
2024-09,Celerio,Hatchback,Petrol/CNG,Manual/AMT,6.41,9096.0,583.05,26.14,4.3,10307.0,4.0
2024-09,Dzire,Sedan,Petrol,Manual/AMT,7.25,4726.0,342.63,23.19,5.0,11432.0,4.0
2024-09,Ertiga,MPV,Petrol/CNG,Manual/AT,9.43,4282.0,403.79,20.8,4.5,14089.0,5.0
2024-09,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,9.52,6871.0,654.12,21.27,4.4,14533.0,4.0
2024-09,WagonR,Hatchback,Petrol/CNG,Manual/AMT,5.56,10373.0,576.74,23.72,3.6,11527.0,5.0
2024-09,XL6,MPV,Petrol/CNG,Manual/AT,13.9,5431.0,754.91,21.14,3.9,12016.0,5.0
2024-10,Alto K10,Hatchback,Petrol,Manual,4.92,10107.0,497.26,24.48,3.7,17349.0,5.0
2024-10,Baleno,Hatchback,Petrol,Manual/AMT,8.96,9938.0,890.44,22.51,4.0,12102.0,4.0
2024-10,Brezza,SUV,Petrol/CNG,Manual/AT,9.63,7853.0,756.24,19.33,4.4,11428.0,3.0
2024-10,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.88,7927.0,466.11,27.02,4.4,4843.0,5.0
2024-10,Ciaz,Sedan,Petrol,Manual,10.63,4219.0,448.48,20.76,3.6,13825.0,5.0
2024-10,Dzire,Sedan,Petrol,Manual/AMT,8.98,4567.0,410.12,23.56,4.2,15291.0,5.0
2024-10,Eeco,MPV,Petrol/CNG,Manual,6.37,6502.0,414.18,19.89,4.6,4160.0,5.0
2024-10,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,8.8,6335.0,557.48,21.19,4.7,16656.0,3.0
2024-10,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,15.18,7675.0,1165.07,20.78,4.3,15216.0,5.0
2024-10,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,5.17,7527.0,389.15,25.53,4.0,11727.0,5.0
2024-10,Swift,Hatchback,Petrol,Manual/AMT,7.51,7620.0,572.26,24.53,4.3,15112.0,5.0
2024-10,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.04,8205.0,495.58,23.82,4.8,9173.0,3.0
2024-11,Alto K10,Hatchback,Petrol,Manual,5.68,8826.0,501.32,24.24,3.7,9082.0,4.0
2024-11,Baleno,Hatchback,Petrol,Manual/AMT,8.49,7393.0,627.67,23.18,4.9,6777.0,5.0
2024-11,Brezza,SUV,Petrol/CNG,Manual/AT,13.59,5159.0,701.11,20.53,4.7,15411.0,3.0
2024-11,Celerio,Hatchback,Petrol/CNG,Manual/AMT,5.54,7904.0,437.88,26.79,3.9,5137.0,3.0
2024-11,Ciaz,Sedan,Petrol,Manual,10.94,4508.0,493.18,20.7,3.8,10322.0,3.0
2024-11,Dzire,Sedan,Petrol,Manual/AMT,9.09,3927.0,356.96,24.31,3.6,14558.0,3.0
2024-11,Eeco,MPV,Petrol/CNG,Manual,5.83,3647.0,212.62,19.9,4.2,6236.0,5.0
2024-11,Ertiga,MPV,Petrol/CNG,Manual/AT,8.89,4456.0,396.14,20.55,4.5,14737.0,4.0
2024-11,Fronx,SUV,Petrol/CNG,Manual/AMT/AT,9.54,9357.0,892.66,21.81,4.2,7945.0,4.0
2024-11,Grand Vitara,SUV,Petrol/Strong Hybrid,Manual/AT,14.5,6415.0,930.17,20.81,3.8,8113.0,3.0
2024-11,S-Presso,Hatchback,Petrol/CNG,Manual/AMT,4.96,9298.0,461.18,25.0,5.0,7343.0,4.0
2024-11,WagonR,Hatchback,Petrol/CNG,Manual/AMT,6.36,9145.0,581.62,24.04,5.0,15299.0,5.0
2024-11,XL6,MPV,Petrol/CNG,Manual/AT,13.09,4540.0,594.29,20.84,4.8,14184.0,5.0
2024-12,Alto K10,Hatchback,Petrol,Manual,4.43,6782.0,300.44,24.03,3.6,14247.0,3.0
